1.15824, 1.16665, 1.17187, 1.17904, 1.18424, 1.18816, 1.19302, 1.19579, 1.19788, 1.19915, 1.20038, 1.19976, 1.19709, 1.19484, 1.19075, 1.18689, 
1.18086, 1.17522, 1.16855, 1.16099, 1.15357, 1.14619, 1.13845, 1.131, 1.12369, 1.11884, 1.11257, 1.10852, 1.10518, 1.10283, 1.10375, 1.10337, 
1.10528, 1.10941, 1.1123, 1.11848, 1.12414, 1.13144, 1.13856, 1.14575, 1.15511, 1.16118, 1.16842, 1.17572, 1.18276, 1.18788, 1.193, 1.19772, 
1.20028, 1.20212, 1.20415, 1.20401, 1.20418, 1.20111, 1.19937, 1.19537, 1.18958, 1.1845, 1.17891, 1.17218, 1.16629, 1.15782, 1.15183, 1.14407, 
1.13792, 1.13051, 1.12571, 1.12086, 1.11743, 1.11599, 1.11467, 1.11607, 1.11676, 1.11914, 1.12399, 1.12945, 1.13454, 1.14201, 1.14972, 1.15783, 
1.16596, 1.1741, 1.18047, 1.18976, 1.19626, 1.20238, 1.2082, 1.21384, 1.21653, 1.22125, 1.22253, 1.2243, 1.22367, 1.22231, 1.22052, 1.21759, 
1.21253, 1.20821, 1.20247, 1.19746, 1.18929, 1.18229, 1.17488, 1.16881, 1.16144, 1.15451, 1.14866, 1.14398, 1.13946, 1.13539, 1.13451, 1.13338, 
1.13457, 1.13699, 1.14027, 1.14546, 1.14959, 1.15489, 1.16264, 1.169, 1.17687, 1.18446, 1.19152, 1.19855, 1.20568, 1.21174, 1.21733, 1.22205, 
1.22665, 1.22906, 1.23132, 1.23265, 1.23302, 1.23146, 1.22973, 1.22621, 1.22219, 1.21773, 1.21277, 1.20516, 1.19873, 1.19215, 1.18404, 1.17644, 
1.16953, 1.16305, 1.15551, 1.15108, 1.14552, 1.14159, 1.13956, 1.13791, 1.13834, 1.1391, 1.1412, 1.14267, 1.14779, 1.15326, 1.15857, 1.16501, 
1.17107, 1.17817, 1.18424, 1.19128, 1.19746, 1.20293, 1.20909, 1.21319, 1.21714, 1.22008, 1.22306, 1.22422, 1.22431, 1.22436, 1.22245, 1.22063, 
1.21616, 1.21343, 1.20723, 1.20086, 1.19542, 1.18857, 1.18112, 1.17379, 1.16732, 1.15907, 1.15472, 1.14828, 1.14362, 1.14156, 1.14245, 1.15315, 
1.17715, 1.14833, 1.13111, 1.12871, 1.13039, 1.13574, 1.14015, 1.14713, 1.15442, 1.16084, 1.16955, 1.17717, 1.18381, 1.19296, 1.1993, 1.20475, 
1.21034, 1.21577, 1.21993, 1.22213, 1.22379, 1.22522, 1.22599, 1.22494, 1.22235, 1.22018, 1.21446, 1.21042, 1.20432, 1.1983, 1.19143, 1.18494, 
1.17644, 1.16972, 1.16361, 1.15566, 1.14973, 1.14554, 1.1412, 1.13835, 1.13695, 1.13584, 1.13582, 1.13681, 1.14121, 1.14477, 1.14887, 1.15361, 
1.16057, 1.16726, 1.17359, 1.18081, 1.18831, 1.19506, 1.20305, 1.20839, 1.2148, 1.21941, 1.22306, 1.22818, 1.23073, 1.23195, 1.23248, 1.233, 
1.23197, 1.23021, 1.22775, 1.224, 1.22043, 1.21457, 1.2089, 1.20336, 1.19689, 1.19078, 1.18458, 1.17808, 1.17251, 1.16662, 1.16203, 1.15989, 
1.15736, 1.15602, 1.15472, 1.15627, 1.15812, 1.16132, 1.16569, 1.17125, 1.17643, 1.18319, 1.1911, 1.19796, 1.20594, 1.21327, 1.22082, 1.2285, 
1.23432, 1.23974, 1.24481, 1.24777, 1.25128, 1.25315, 1.2545, 1.25453, 1.25415, 1.25182, 1.24787, 1.24472, 1.24039, 1.23444, 1.22813, 1.22088, 
1.21438, 1.20647, 1.20018, 1.19277, 1.18587, 1.17945, 1.17365, 1.16953, 1.16623, 1.16358, 1.16152, 1.16295, 1.16292, 1.16502, 1.16763, 1.17161, 
1.17647, 1.18261, 1.18873, 1.19501, 1.20102, 1.20793, 1.21401, 1.22129, 1.22705, 1.23184, 1.23673, 1.24031, 1.24419, 1.24589, 1.24676, 1.24673, 
1.24683, 1.24551, 1.24298, 1.23925, 1.23491, 1.22939, 1.22378, 1.21696, 1.21032, 1.20286, 1.19564, 1.18767, 1.18071, 1.17375, 1.16706, 1.15998, 
1.15668, 1.1519, 1.14885, 1.14866, 1.14768, 1.14915, 1.15071, 1.15393, 1.15898, 1.16439, 1.16991, 1.17631, 1.18319, 1.18966, 1.19646, 1.20278, 
1.20891, 1.21558, 1.21933, 1.2245, 1.22908, 1.23178, 1.23409, 1.23514, 1.23346, 1.23423, 1.23173, 1.22802, 1.22415, 1.2186, 1.21274, 1.20456, 
1.19966, 1.19159, 1.18284, 1.17536, 1.16757, 1.16048, 1.15337, 1.1453, 1.14001, 1.13506, 1.1313, 1.12888, 1.12726, 1.12749, 1.12839, 1.13199, 
1.13457, 1.13957, 1.14489, 1.15165, 1.15859, 1.16462, 1.17135, 1.17793, 1.18501, 1.19096, 1.19608, 1.20047, 1.20545, 1.20736, 1.21054, 1.2108, 
1.2112, 1.20946, 1.2068, 1.20232, 1.19676, 1.19027, 1.18235, 1.1727, 1.16005, 1.14529, 1.12893, 1.10651, 1.07618, 1.03378, 0.948451, 0.720237, 
0.17438, 1.11526, 1.20722, 1.20313, 1.19151, 1.18312, 1.17742, 1.17392, 1.17248, 1.17156, 1.17436, 1.17672, 1.18121, 1.18601, 1.19203, 1.19723, 
1.20254, 1.20912, 1.21473, 1.21997, 1.22435, 1.22851, 1.23121, 1.23512, 1.23567, 1.23783, 1.23794, 1.23602, 1.23558, 1.23247, 1.22867, 1.22328, 
1.21841, 1.21169, 1.20559, 1.19847, 1.19185, 1.18332, 1.17658, 1.17027, 1.16339, 1.15689, 1.15176, 1.14732, 1.14457, 1.1422, 1.14194, 1.14116, 
1.1428, 1.14466, 1.14867, 1.15235, 1.15786, 1.1639, 1.16903, 1.17618, 1.18404, 1.1904, 1.19577, 1.20132, 1.2078, 1.21314, 1.21695, 1.22161, 
1.22269, 1.22416, 1.22664, 1.22559, 1.22303, 1.22108, 1.21716, 1.21464, 1.20954, 1.20387, 1.19752, 1.19095, 1.18398, 1.17613, 1.16996, 1.16323, 
1.1568, 1.15015, 1.14385, 1.13901, 1.13576, 1.13174, 1.12922, 1.12901, 1.12912, 1.12956, 1.13292, 1.13531, 1.13878, 1.14431, 1.15048, 1.15637, 
1.16203, 1.16768, 1.17565, 1.18106, 1.1873, 1.19236, 1.19731, 1.20212, 1.20326, 1.20623, 1.20757, 1.20956, 1.2088, 1.20678, 1.20429, 1.20149, 
1.19811, 1.19361, 1.1875, 1.18049, 1.17315, 1.1652, 1.1586, 1.15081, 1.14316, 1.13676, 1.12918, 1.12374, 1.11669, 1.11281, 1.11085, 1.10809, 
1.10751, 1.108, 1.10882, 1.11264, 1.11618, 1.12114, 1.12667, 1.1323, 1.13945, 1.14616, 1.15344, 1.15996, 1.16736, 1.17364, 1.17873, 1.18449, 
1.18842, 1.1923, 1.19554, 1.19707, 1.19775, 1.19715, 1.19589, 1.19275, 1.18954, 1.18493, 1.18073, 1.17394, 1.16888, 1.16154, 1.15381, 1.14712, 
1.13878, 1.13186, 1.12633, 1.11899, 1.11295, 1.10828, 1.10491, 1.10223, 1.09917, 1.09824, 1.09946, 1.10131, 1.10476, 1.10926, 1.11362, 1.11961, 
1.12535, 1.13255, 1.14029, 1.14707, 1.15498, 1.16084, 1.16792, 1.17351, 1.17893, 1.18391, 1.1877, 1.18971, 1.19143, 1.19198, 1.19286, 1.19107, 
1.18855, 1.18556, 1.1806, 1.17526, 1.17095, 1.1639, 1.15653, 1.15032, 1.14173, 1.13482, 1.12656, 1.12049, 1.11371, 1.10828, 1.10295, 1.09766, 
1.09471, 1.09283, 1.09208, 1.09246, 1.09445, 1.09799, 1.10162, 1.10616, 1.11272, 1.11929, 1.12537, 1.13297, 1.14133, 1.14789, 1.15554, 1.16172, 
1.16863, 1.17383, 1.17836, 1.18292, 1.18557, 1.18817, 1.1887, 1.18809, 1.18594, 1.18445, 1.18046, 1.17676, 1.17082, 1.16302, 1.15732, 1.14939, 
1.14132, 1.13442, 1.12532, 1.11704, 1.10858, 1.10202, 1.09433, 1.09002, 1.0856, 1.0818, 1.07969, 1.07909, 1.07898, 1.08068, 1.08359, 1.08953, 
1.09341, 1.09984, 1.10734, 1.11539, 1.12253, 1.12935, 1.13754, 1.145, 1.15146, 1.15863, 1.16426, 1.16976, 1.17274, 1.17648, 1.17726, 1.17869, 
1.17831, 1.17762, 1.17431, 1.17087, 1.16609, 1.16071, 1.15508, 1.14747, 1.14009, 1.13313, 1.12527, 1.11726, 1.10851, 1.10271, 1.09444, 1.08904, 
1.08389, 1.07948, 1.0751, 1.07388, 1.07381, 1.07352, 1.07593, 1.07967, 1.0849, 1.09003, 1.09633, 1.1041, 1.11039, 1.11865, 1.12684, 1.13534, 
1.1435, 1.14981, 1.15721, 1.1635, 1.16909, 1.17263, 1.17547, 1.17784, 1.17969, 1.1785, 1.17726, 1.17538, 1.17274, 1.16737, 1.16269, 1.15593, 
1.1487, 1.14196, 1.13531, 1.12711, 1.11967, 1.11152, 1.10404, 1.09716, 1.0914, 1.08633, 1.08244, 1.07915, 1.07853, 1.07822, 1.08006, 1.08216, 
1.08521, 1.09088, 1.09551, 1.10314, 1.10906, 1.1177, 1.12551, 1.13231, 1.14105, 1.14882, 1.15559, 1.16226, 1.16855, 1.17209, 1.17598, 1.179, 
1.18099, 1.18214, 1.18167, 1.17972, 1.17828, 1.17385, 1.17055, 1.16521, 1.15862, 1.15356, 1.14613, 1.13919, 1.13116, 1.12365, 1.11626, 1.10885, 
1.10261, 1.09604, 1.0908, 1.08761, 1.08496, 1.08243, 1.08231, 1.08343, 1.08601, 1.08913, 1.09373, 1.09894, 1.10547, 1.11149, 1.11788, 1.12725, 
1.13314, 1.14294, 1.14721, 1.15425, 1.16204, 1.16728, 1.17243, 1.17551, 1.17978, 1.17965, 1.18076, 1.17957, 1.17946, 1.17666, 1.17448, 1.16899, 
1.16333, 1.15756, 1.15147, 1.14423, 1.13719, 1.12883, 1.1215, 1.11293, 1.10626, 1.09769, 1.09126, 1.08721, 1.08306, 1.07851, 1.07737, 1.07653, 
1.07726, 1.07967, 1.08258, 1.08748, 1.09299, 1.09931, 1.10592, 1.11323, 1.12153, 1.12876, 1.1368, 1.14483, 1.15187, 1.15828, 1.16486, 1.16884, 
1.17291, 1.17717, 1.17773, 1.17968, 1.17823, 1.17691, 1.17474, 1.17034, 1.16681, 1.16064, 1.1558, 1.14731, 1.1405, 1.13378, 1.12584, 1.11718, 
1.11029, 1.10289, 1.09524, 1.08959, 1.08426, 1.08029, 1.07715, 1.0761, 1.0745, 1.07566, 1.07851, 1.0824, 1.08665, 1.09188, 1.09855, 1.10648, 
1.11242, 1.12068, 1.12969, 1.13698, 1.14362, 1.15098, 1.1571, 1.16323, 1.16702, 1.17298, 1.17483, 1.17644, 1.1778, 1.17813, 1.17668, 1.17532, 
1.1706, 1.16701, 1.16247, 1.15651, 1.15084, 1.14376, 1.13672, 1.12878, 1.12144, 1.11492, 1.1063, 1.10008, 1.09435, 1.08979, 1.08502, 1.08226, 
1.08085, 1.08198, 1.08343, 1.08519, 1.08941, 1.09483, 1.09981, 1.10756, 1.11482, 1.12274, 1.13244, 1.13935, 1.14717, 1.1557, 1.16313, 1.16796, 
1.17517, 1.18013, 1.18414, 1.18647, 1.18867, 1.18921, 1.18897, 1.18651, 1.18525, 1.18149, 1.17597, 1.17158, 1.16537, 1.16004, 1.1524, 1.14568, 
1.13893, 1.13159, 1.12399, 1.11775, 1.11204, 1.10634, 1.10213, 1.09898, 1.09569, 1.09434, 1.0944, 1.09555, 1.09704, 1.10091, 1.10464, 1.11016, 
1.11556, 1.12186, 1.12904, 1.13584, 1.1428, 1.1498, 1.15476, 1.16074, 1.16691, 1.17194, 1.17617, 1.17946, 1.18235, 1.18347, 1.18355, 1.18257, 
1.18123, 1.17886, 1.17604, 1.17152, 1.1662, 1.16113, 1.15458, 1.14836, 1.14118, 1.13324, 1.12555, 1.11839, 1.11104, 1.10394, 1.09781, 1.09375, 
1.08961, 1.08661, 1.08382, 1.0849, 1.08355, 1.08594, 1.09, 1.09379, 1.09831, 1.10482, 1.11094, 1.11705, 1.12434, 1.13109, 1.1388, 1.14405, 
1.15033, 1.15711, 1.15988, 1.16505, 1.16913, 1.17057, 1.17125, 1.17233, 1.17128, 1.17067, 1.16588, 1.16319, 1.15963, 1.15428, 1.14845, 1.14212, 
1.13528, 1.12894, 1.12137, 1.11404, 1.1068, 1.10054, 1.09506, 1.08873, 1.08429, 1.08164, 1.07887, 1.07594, 1.07538, 1.07612, 1.07766, 1.08076, 
1.08417, 1.09042, 1.09639, 1.10102, 1.10915, 1.1163, 1.12252, 1.13019, 1.13687, 1.14288, 1.14892, 1.15488, 1.15877, 1.16224, 1.16473, 1.16691, 
1.16795, 1.16728, 1.16597, 1.16364, 1.16112, 1.15668, 1.15161, 1.14629, 1.14121, 1.13404, 1.12655, 1.12006, 1.1136, 1.106, 1.10029, 1.09549, 
1.08903, 1.08469, 1.08134, 1.0794, 1.0786, 1.07821, 1.07945, 1.08182, 1.08575, 1.09085, 1.09681, 1.10329, 1.10933, 1.11582, 1.12319, 1.12978, 
1.13855, 1.14468, 1.1511, 1.15565, 1.16216, 1.16599, 1.16881, 1.17201, 1.17295, 1.17273, 1.17311, 1.17223, 1.1695, 1.16649, 1.16279, 1.15731, 
1.15345, 1.14722, 1.13976, 1.13409, 1.12904, 1.12178, 1.11512, 1.10798, 1.10358, 1.09826, 1.09484, 1.0908, 1.08915, 1.08808, 1.08889, 1.08898, 
1.09201, 1.09467, 1.09973, 1.10485, 1.11131, 1.11753, 1.12539, 1.13103, 1.13715, 1.14459, 1.15195, 1.15605, 1.1617, 1.1655, 1.16805, 1.17185, 
1.17319, 1.17339, 1.17388, 1.17227, 1.17109, 1.16814, 1.16329, 1.15959, 1.15361, 1.14791, 1.14182, 1.13448, 1.12816, 1.12095, 1.11332, 1.10676, 
1.10102, 1.09607, 1.08896, 1.08484, 1.08132, 1.07917, 1.07691, 1.07735, 1.07857, 1.07928, 1.08191, 1.08413, 1.08973, 1.09441, 1.1, 1.10567, 
1.11191, 1.1175, 1.12382, 1.12829, 1.13268, 1.13754, 1.14189, 1.14322, 1.14743, 1.14819, 1.149, 1.14882, 1.14691, 1.14526, 1.14188, 1.13776, 
1.13382, 1.12786, 1.12215, 1.11536, 1.10798, 1.10153, 1.09417, 1.08698, 1.08008, 1.07269, 1.06638, 1.05947, 1.05657, 1.05204, 1.0493, 1.04811, 
1.04719, 1.04921, 1.04958, 1.05283, 1.05725, 1.06231, 1.06783, 1.07408, 1.07951, 1.08536, 1.0927, 1.09819, 1.10475, 1.10988, 1.11422, 1.11871, 
1.12137, 1.12306, 1.1256, 1.1258, 1.12624, 1.12478, 1.12315, 1.12099, 1.11771, 1.11403, 1.10868, 1.10303, 1.09813, 1.09081, 1.08605, 1.07883, 
1.07221, 1.0659, 1.06007, 1.05499, 1.05044, 1.0462, 1.04316, 1.04156, 1.03957, 1.04032, 1.04006, 1.04214, 1.04617, 1.0493, 1.05428, 1.0581, 
1.06475, 1.07188, 1.07757, 1.08326, 1.09007, 1.09488, 1.10143, 1.10594, 1.11052, 1.11475, 1.11821, 1.12065, 1.12132, 1.12168, 1.12128, 1.12066, 
1.11793, 1.11606, 1.1117, 1.10812, 1.10222, 1.09722, 1.09191, 1.08576, 1.07879, 1.07264, 1.06679, 1.0605, 1.05549, 1.05164, 1.04887, 1.0458, 
1.04442, 1.04282, 1.04387, 1.04508, 1.0479, 1.05186, 1.05614, 1.05974, 1.06639, 1.07186, 1.078, 1.08356, 1.09097, 1.09496, 1.10095, 1.10599, 
1.111, 1.11592, 1.11842, 1.12144, 1.12243, 1.12248, 1.12338, 1.12289, 1.12171, 1.11776, 1.11481, 1.11144, 1.10743, 1.10194, 1.09762, 1.09073, 
1.08592, 1.07939, 1.07457, 1.06809, 1.06129, 1.05587, 1.05303, 1.04797, 1.04526, 1.04349, 1.04171, 1.04162, 1.04223, 1.04432, 1.04631, 1.04878, 
1.05486, 1.05939, 1.06447, 1.06941, 1.07434, 1.07935, 1.08597, 1.09086, 1.0941, 1.09835, 1.10169, 1.10444, 1.10564, 1.10764, 1.10827, 1.10655, 
1.10649, 1.10321, 1.09969, 1.09568, 1.09132, 1.08599, 1.07972, 1.07322, 1.06708, 1.05972, 1.05302, 1.04711, 1.04093, 1.03457, 1.02959, 1.0246, 
1.02025, 1.01691, 1.01651, 1.01357, 1.01383, 1.01545, 1.01593, 1.01922, 1.02323, 1.02742, 1.03209, 1.03846, 1.04245, 1.04851, 1.05413, 1.0596, 
1.06534, 1.06974, 1.07434, 1.07782, 1.08134, 1.0828, 1.08445, 1.08521, 1.08598, 1.08369, 1.08127, 1.0794, 1.07531, 1.07144, 1.06615, 1.06171, 
